start_time,end_time,wav_file,emotion,val,act,dom,text
108.84,111.38,Ses04M_impro07_F013,exc,4.5,4.5,4,I'm glad you did.
112.09,116.92,Ses04M_impro07_F014,exc,4.5,4,4.5,"That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here."
120.56,123.941,Ses04M_impro07_F015,exc,4,4,4,Everything in LA is twenty minutes away.
126.12,129.19,Ses04M_impro07_F016,exc,4.5,4,4,Give or take. [LAUGHTER]
130.25,132.55,Ses04M_impro07_F017,exc,4.5,4,4,Well congratulations.
144.62,146.05,Ses04M_impro07_F018,exc,4.5,4,4,Yeah.
148.33,152.57,Ses04M_impro07_F019,xxx,4,3,3,"Yeah, and then you got that whole communal shower thing which is really appealing."
155.45,159.71,Ses04M_impro07_F020,xxx,4,4,3.5,"Okay. Well, that's a good plan. Shower shoes. Two thumbs up."
162.78,167.7,Ses04M_impro07_F021,xxx,4,3.5,3.5,Wow. I- I was looking at U.C.L.A.
171.1,173.99,Ses04M_impro07_F022,exc,4.5,4.5,4.5,"But, congrats on the U.S.C. thing."
178.48,181.55,Ses04M_impro07_F023,neu,4,3.5,3.5,"The -- what, the- I mean--"
186.29,191.58,Ses04M_impro07_F024,xxx,4,3.5,4,"You're not going to -- you're going to go to games, though, right? I mean, you can't go to U.S.C. and not go to a football game."
191.84,198.63,Ses04M_impro07_F025,xxx,4,4,4,"Just one game, though?  I mean, for the experience.  I mean, you don't have to go to all of the games but you gotta go to a game."
199.1,201.62,Ses04M_impro07_F026,neu,3.5,2.5,3,"Okay.  Well that's cool, too, but like--"
202.73,206.6762,Ses04M_impro07_F027,exc,4.5,4,4.5,"Wow, you are a winner and a half. [LAUGHTER]"
208.2,210.89,Ses04M_impro07_F028,xxx,3.5,3,3.5,I don't know. Women's volleyball.
216.32,219.32,Ses04M_impro07_F029,xxx,3.5,2.5,3,Basically anything women do.
222.09,224.33,Ses04M_impro07_F030,xxx,4,3.5,3.5,You have to go to a football game.  Come on.
224.39,231.02,Ses04M_impro07_F031,xxx,4,4,4,"Paint some red and yellow S C on your face. And like get one of those big you know, number one hand things."
231.04,234.29,Ses04M_impro07_F032,xxx,4,3.5,4,Maybe one of those megaphones. Pompom.
234.56,240.09,Ses04M_impro07_F033,xxx,3.5,3,4,"There are cheerleaders at football games.  That's girls, scantily clad sexy girls."
240.83,241.94,Ses04M_impro07_F034,xxx,4,3,3.5,I know.
243.81,246.23,Ses04M_impro07_F035,xxx,4,4,4,I'm just -- I'm watching your back.
251,252.81,Ses04M_impro07_F036,neu,2.5,3,3,Excuse me?
259.66,261.08,Ses04M_impro07_F037,neu,3.5,4,3.5,No.
261.58,267.49,Ses04M_impro07_F038,xxx,3.5,3,4,Well just don't go south of campus.  Don't get a gun. That's stupid. I mean-
268.6353,272.07,Ses04M_impro07_F039,xxx,4,2.5,3.5,Why don't you take kung fu?
7.29,18.97,Ses04M_impro07_M000,exc,4,3.5,4,"Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C.."
18.99,21.72,Ses04M_impro07_M001,exc,4,3.5,3.5,I'm going to U.S.C.. Yeah.
21.77,23.5899,Ses04M_impro07_M002,exc,4.5,3.5,3.5,"Yeah, yeah."
25.33,30.1,Ses04M_impro07_M003,exc,4,3.5,4,"I did.  I did. I've -- yeah, I applied to U.S.C..  I mean, it's really expensive but"
30.1,32.57,Ses04M_impro07_M004,exc,4,3,3.5,it's a really good school.  So
32.6046,45.14,Ses04M_impro07_M005,xxx,4.5,4,4,"Um, um- yeah, I'm just -- I'm really excited 'cause I don't know.  It's like a whole -- I mean, it's just like, I've been really -- I wanted to go there ever since I was a kid.  So now I actually am and it's awesome.  It's a really nice campus.  Oh, you've been there."
52.62,59.1918,Ses04M_impro07_M006,xxx,3.5,3,3,"Um, I'm thinking a history and geology minor."
60.33,67.38,Ses04M_impro07_M007,hap,3.5,4,4,"Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present."
67.53,68.72,Ses04M_impro07_M008,hap,4,2.5,3,Yeah.
68.9,70.33,Ses04M_impro07_M009,hap,3.5,2.5,2.5,"And, uh-"
71.77,78.31,Ses04M_impro07_M010,hap,3.5,3,4,"Um, you know, I don't think so.  But I think that, you know, it's still a private school"
78.31,81.5131,Ses04M_impro07_M011,hap,3.5,3.5,3.5,"and right you know it's still- and then, you know, I mean-"
81.52,87.5,Ses04M_impro07_M012,hap,3.5,3,3.5,"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program."
87.5,93.28,Ses04M_impro07_M013,hap,4.5,4,4.5,"So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]"
93.31,102.26,Ses04M_impro07_M014,exc,4.5,4.5,4.5,"Um, but, uh- anyway -- yeah, so that's awesome, though, because you live here and then we're not going to be separated by me going to some other school"
102.27,110.74,Ses04M_impro07_M015,exc,5,5,4,"And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome"
110.86,112.64,Ses04M_impro07_M016,xxx,3.5,3,3,So um
116.59,121.07,Ses04M_impro07_M017,xxx,4,4,4,"Yeah, yeah, yeah.  We're only going to be like twenty minutes apart."
122.12,126.63,Ses04M_impro07_M018,xxx,3.5,3,3,"Exactly. It's more like twenty five. Twenty five, half an hour,"
128.7458,134.28,Ses04M_impro07_M019,xxx,4,4,4.5,"But, uh, yeah, so I'm really excited. I can't wait- can't wait to go.  I have to go to orientation,"
134.28,139.97,Ses04M_impro07_M020,exc,3.5,3.5,4,"umm, and I'm going to check out school and get, you know, check out the courses"
139.9763,145.08,Ses04M_impro07_M021,exc,4,3,4,find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.
145.11,148.83,Ses04M_impro07_M022,xxx,4,4,4,"'Cause, you know, it's like you get to know a lot of people in the dorms and."
152.09,157.45,Ses04M_impro07_M023,xxx,3.5,3,3.5,Well I'll have flip flops for that.  That's not  some- It's not a problem.
158.19,164.77,Ses04M_impro07_M024,xxx,4,3.5,4,"Yeah, yeah.  But um, so, yeah.  So it's pretty sweet, huh?  You should go there, too."
167.4159,171.6,Ses04M_impro07_M025,neu,3,2.5,3.5,"Ouch.  That's, um -- oh, wow."
173.15,179.01,Ses04M_impro07_M026,neu,3,3,3.5,"No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --"
180.72,188.45,Ses04M_impro07_M027,xxx,4,3.5,4,"No, I'm just messing with you. I mean, I'm not going to, you know, I mean, I'm not even really a football fan anyway.  So or- or a basketball-"
190.58,192.58,Ses04M_impro07_M028,xxx,2.5,3,3.5,No. Football's boring.
197.68,199.64,Ses04M_impro07_M029,neu,3,2.5,3.5,I'll go to basketball games.
200.81,203.14,Ses04M_impro07_M030,neu,4,2.5,3,Maybe some golf matches.
203.16,206.28,Ses04M_impro07_M031,xxx,4,3.5,4,Do they even have any golf matches? I don't even know.
206.3175,209.69,Ses04M_impro07_M032,neu,3,3,3.5,I don't know.  Do they have golf?  Do they have- Does U.S.C. have a -- I don't know if they have a golf team.
210.47,217.76,Ses04M_impro07_M033,xxx,3.5,3,4,"That I'll go to.  Definitely go to women's volleyball.  Women's volleyball, swimming, tennis."
218.63,223.06,Ses04M_impro07_M034,xxx,3.5,3,4,"And then men's basketball.  And -- oh, well not women's basketball."
223.64,225.59,Ses04M_impro07_M035,neu,2.5,3,3,"No, I'm not going to go to a football game."
226.44,231.46,Ses04M_impro07_M036,neu,2,3,3,Forget it. Forget it. Forget it. No way.
233.98,235.82,Ses04M_impro07_M037,neu,3,3.5,3,I do -- I will need to get a gun-
239.53,241.2,Ses04M_impro07_M038,xxx,3.5,3,3,You've got a point there.
241.23,244.73,Ses04M_impro07_M039,xxx,3.5,3,3,I'll take that in consideration.  Alright.
245.71,252.16,Ses04M_impro07_M040,neu,3,3,4,"Okay.  Um, but, no, I, uh, I do need to get a gun soon, though, 'cause I mean"
252.3,258.53,Ses04M_impro07_M041,neu,3,3.5,4,I need to get like a -- just a small little gun just 'cause -- or like a taser or something or just like a butterfly knife
258.56,262.75,Ses04M_impro07_M042,neu,3.5,3.5,3.5,"'cause, you know, I mean, it's like If I ever want to go south of campus"
266.23,270.09,Ses04M_impro07_M043,neu,2.5,2.5,3.5,Well I need to defend myself from
12.11,25.27,Ses04M_impro08_F000,fru,3.5,3.5,4,Hi.  I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.  I was charged for two hundred dollars worth of calls that I didn't make.
27.42,32.17,Ses04M_impro08_F001,fru,3,3.5,3,I'm positive.  They came from like another state.
34.0959,39.73,Ses04M_impro08_F002,fru,2.5,3.5,3.5,"Uh. Yeah, I just gave it to the automated thing like five times."
41.61,45.53,Ses04M_impro08_F003,fru,2.5,3.5,3.5,Okay.  three two three six nine seven five zero six six.  Can we move on?
45.67,47.5,Ses04M_impro08_F004,xxx,2.5,3,3,"Okay, cool."
49.11,51.1228,Ses04M_impro08_F005,xxx,3,3,3,Yes.
54.55,63.89,Ses04M_impro08_F006,fru,2,4,4,"Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can"
63.93,70.36,Ses04M_impro08_F007,fru,2,4.5,3.5,"take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those."
70.53,75.63,Ses04M_impro08_F008,fru,2,3.5,4,So can you please refund the mischarged charges
76.47,81.49,Ses04M_impro08_F009,fru,2,3.5,4,I did not make the calls from B.F.E. Nebraska.
85.65,88.53,Ses04M_impro08_F010,fru,2.5,3.5,4,So could you discretion it back?
93.22,95.83,Ses04M_impro08_F011,fru,2,3.5,4,"Okay, but that's like half"
95.83,100.7668,Ses04M_impro08_F012,fru,1.5,3.5,4.5,of the money that I was charged that I didn't make those calls.
111.18,118.4,Ses04M_impro08_F013,fru,2,3.5,3,"Okay, no, look, I- I- I- I'm really -- I'm trying to be patient.  I know this isn't your fault.  I know that you didn't do it"
118.41,125.23,Ses04M_impro08_F014,fru,2,4,4,"but, at the same time, I have been through an hour of little robot voices telling me what I needed to do."
125.23,135.29,Ses04M_impro08_F015,xxx,1,5,4.5,And I did everything they said.  And now i'm talking to you and you're supposed to put the money back on my account because I didn't make the calls and I'm really tired of dealing with this because I didn't even
147.67,149.79,Ses04M_impro08_F016,fru,3.5,3.5,3.5,Excuse me?
150.59,152.86,Ses04M_impro08_F017,fru,2.5,3,2.5,How long does that take?
157.4243,163.4661,Ses04M_impro08_F018,fru,1.5,4,3.5,I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?
169.6,170.97,Ses04M_impro08_F019,sur,3.5,3,2.5,Really?
172.48,174.86,Ses04M_impro08_F020,neu,3,2,2.5,You're just going to put it back on my account.
183.13,185.35,Ses04M_impro08_F021,sur,4,3,2.5,So you're just going to take care of this for me?
185.6,187.77,Ses04M_impro08_F022,hap,4,3,4,"Oh, my God, thank you so much."
187.78,192.74,Ses04M_impro08_F023,hap,3.5,3,4,"I really appreciate this. I know it's not policy or whatever but, seriously"
193.17,195.66,Ses04M_impro08_F024,hap,4,4,3.5,make my life a lot easier.
197.46,200.57,Ses04M_impro08_F025,sur,4.5,4,3,Really?
209.42,215.64,Ses04M_impro08_F026,xxx,4,3,3,"Right. Um, Thanks for asking, though. I mean, you sound nice, you know."
217.2506,218.87,Ses04M_impro08_F027,neu,3.5,3.5,2,I'll
219,223.21,Ses04M_impro08_F028,neu,3.5,2,2.5,"call up the Sprint call center and, uh, you know. cool"
223.22,227.52,Ses04M_impro08_F029,xxx,3.5,4,2.5,"Wow, alright. Well, thanks. And, uh, you- you have a good one."
228.24,229.1073,Ses04M_impro08_F030,neu,3,2.5,2.5,You too.
6.02,12.65,Ses04M_impro08_M000,fru,2.5,3,3.5,Thank you for calling Sprint.  We care about everybody.  How can I help you?
25.35,28.22,Ses04M_impro08_M001,neu,2.5,3,2.5,Are you sure you didn't make them?
31.6032,34.8142,Ses04M_impro08_M002,fru,2.5,2.5,3,"Can I get your phone number, please?"
38.08,43.64,Ses04M_impro08_M003,fru,2,3,3.5,I'm going to need it again.  I need to look at your file.  If you want me to look at your file--
44.94,46.1,Ses04M_impro08_M004,neu,3,2.5,3,Okay.
46.13,50.03,Ses04M_impro08_M005,neu,3,3,3.5,"Umm, Miss Aruckman"
50.5313,55.79,Ses04M_impro08_M006,neu,2.5,3,3,I am seeing the two hundred dollar charge.
68.99,73.43,Ses04M_impro08_M007,fru,3,2.5,3,Well I'm looking at these.
74.73,78.06,Ses04M_impro08_M008,neu,3,3,3.5,So you're saying that you didn't make these calls.
80.93,86.9,Ses04M_impro08_M009,fru,3,2.5,3.5,"Well I mean, I'm supposed to use discretion in the situation and, um--"
88.03,93.41,Ses04M_impro08_M010,neu,2.5,3,3.5,All I can do for you right now is give you a hundred dollars.
97.69,99.38,Ses04M_impro08_M011,neu,3.5,2.5,2.5,What I can
100.42,109.07,Ses04M_impro08_M012,neu,3,3,3,What I can do for you is give you a hundred dollars right now and fill out complaint form
109.0954,114.44,Ses04M_impro08_M013,neu,3,2.5,3,which you- which you'll have to go into a local Verizon dealer--  or Sprint.
125.73,128,Ses04M_impro08_M014,fru,3,2.5,2.5,"Ma'am, I understand that."
130.8,147.77,Ses04M_impro08_M015,fru,2.5,3,3.5,"Ma'am, I - I - I understand that. I understand that. What I can do for you right now is what I'm telling you is that I can do- I can give you a hundred dollars back and then you'll have to fill out a complaint form and then you'll get -- there'll be some investigation. Some men will show up at your house and go through your things."
147.79,151.03,Ses04M_impro08_M016,fru,3,3,3,And then then you'll get some money back.
152.97,157.9313,Ses04M_impro08_M017,neu,3,3,3,A few weeks.  You won't even know that they were there.
162.8746,169.73,Ses04M_impro08_M018,fru,2,3.5,3,"Okay.  You know what?  I just don't feel like doing this anymore.  Um, you can have all the money back, two hundred dollar, right now."
170.54,177.46,Ses04M_impro08_M019,neu,3,3.5,3.5,"Yeah.  That's fine.  I just -- that's fine. Yeah, I mean, it doesn't make any difference to me.  I mean, it's not like it's going to cost my job or anything."
177.46,183.79,Ses04M_impro08_M020,neu,3,3.5,3,"I mean, technically, that's policy.  But, like, I mean, I don't really care about -- nobody really cares about policy here."
184.84,186.29,Ses04M_impro08_M021,neu,3,2.5,2.5,Sure.
187.48,188.71,Ses04M_impro08_M022,neu,3.5,2.5,3,You're welcome.
191.57,194.53,Ses04M_impro08_M023,neu,3,3.5,3,"No, no, no, it's cool.  It's cool.  It's cool.  So, um"
194.72,198.3,Ses04M_impro08_M024,neu,3.5,3,2.5,"You know, so- I mean, are you doing anything later?  Or um"
199.83,209.82,Ses04M_impro08_M025,neu,3.5,4,3,"Oh, I don't know.  I mean, I don't know.  I just thought, you know, maybe you want to get some co--I mean, I'm actually -- wait, where do you live?  Oh, you're in Los Angeles, I see.  Oh, no, that sucks 'cause I'm in, actually in Alabama."
210.18,214.32,Ses04M_impro08_M026,neu,3,4,2.5,"God, that's like a whole problem with like-- But, no, I mean, hey-- if you ever"
214.3353,223.28,Ses04M_impro08_M027,neu,3.5,3,3,"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um."
227.22,228.54,Ses04M_impro08_M028,neu,3.5,2.5,3,Alright. Take Care.
8.36,13.42,Ses04M_script01_1_F000,neu,2.5,3.5,2,What's he going to say?  Maybe we ought to tell him before he sees it.
14.14,17.95,Ses04M_script01_1_F001,xxx,2.5,3.5,2.5,How could he see it?  I was the first one up.  He was still in bed.
19.13,20.9592,Ses04M_script01_1_F002,sur,2.5,3,1.5,When?
28.13,31.3423,Ses04M_script01_1_F003,xxx,2.5,2.5,2,What was he doing out here at four in the morning?
38.9463,41.2236,Ses04M_script01_1_F004,xxx,2.5,3,2,Did you talk to him?
44.83,48.2872,Ses04M_script01_1_F005,xxx,2,3,1.5,He cried hard?
51.35,58.9,Ses04M_script01_1_F006,xxx,2,3,2.5,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.
60.71,65.52,Ses04M_script01_1_F007,sad,2,3,2.5,He's getting just like after he died.  What's the meaning in that?
71.46,73.2221,Ses04M_script01_1_F008,sur,2.5,3,1.5,What?
77.33,79.98,Ses04M_script01_1_F009,fru,2,2.5,2.5,"What do you mean, dishonest?"
85.17,87.4,Ses04M_script01_1_F010,fru,2,2.5,3,What do you want to do?  Argue with him?
104.05,106.21,Ses04M_script01_1_F011,ang,2.5,3.5,3,You can't say that to him.
106.72,109.49,Ses04M_script01_1_F012,ang,2.5,3.5,2,How are you going to prove it?  Can you prove it?
112.12,120.39,Ses04M_script01_1_F013,ang,2,3.5,3.5,"To you it is and to me, but not to him.  You can talk yourself blue in the face, but there's no body and no grave, so where are you?"
121.84,129.18,Ses04M_script01_1_F014,xxx,2.5,3.5,2.5,"The trouble is the Goddamn newspapers.  Every month some boy turns up from nowhere, so the next boy is going to be Larry.  So we have to keep--"
132.72,134.7331,Ses04M_script01_1_F015,neu,2.5,2,1.5,Why?
135.78,140.33,Ses04M_script01_1_F016,xxx,2.5,3,2.5,"Well I've got an idea, but what's the story?"
141.75,144.61,Ses04M_script01_1_F017,neu,2.5,2.5,2.5,"Well that's only your business, Chris."
146.7,149.74,Ses04M_script01_1_F018,ang,2,3,3,What do you want me to do?  You're old enough to know your own mind.
151.3089,154.94,Ses04M_script01_1_F019,neu,3,2.5,2.5,Well you want to make sure your father isn't going to have --
157.1,159.331,Ses04M_script01_1_F020,fru,2.5,3,3,I'm just saying.
167.48,171.6,Ses04M_script01_1_F021,ang,2,3.5,3.5,I ignore what I got to ignore.  The girl is Larry's girl.
172.12,176.8251,Ses04M_script01_1_F022,ang,2,4,3.5,"From father's point of view, he's not dead.  And you have no right to take his girl."
176.9217,183.3008,Ses04M_script01_1_F023,fru,2,3.5,3,"Now you can go on from there if you know where to go. But I'm telling you I don't know where to go.  See, I don't know."
183.37,185.8621,Ses04M_script01_1_F024,fru,2.5,2,2.5,Now what can I do for you?
195.24,198.6,Ses04M_script01_1_F025,xxx,3,2.5,2.5,You're a considerate fellow.  There's nothing wrong in that.
198.9,201.568,Ses04M_script01_1_F026,xxx,2.5,3,2,Did you ask Annie yet?
203.09,208.092,Ses04M_script01_1_F027,neu,2.5,3,2.5,How do you know she'll marry you?  Maybe she feels the same way father does.
218.91,222.07,Ses04M_script01_1_F028,neu,2.5,3,2.5,"The trouble is, you don't see enough women.  You never did."
223.15,225.74,Ses04M_script01_1_F029,ang,2,3.5,3.5,I don't see why it has to be Annie.
226.52,240.38,Ses04M_script01_1_F030,xxx,2.5,3.5,3.5,"Well that's a good answer, but it don't answer anything.  He thinks he's coming back, Chris.  You marry that girl, you're pronouncing him dead.  Now what happens to your father?  Do you know?  Because I don't."
243.36,244.98,Ses04M_script01_1_F031,fru,2.5,1,2,"Alright, then, mom."
249.47,252.15,Ses04M_script01_1_F032,neu,3,2,2.5,Yes we did. Do you want to keep going?
252.94,255.1616,Ses04M_script01_1_F033,neu,2.5,3,2.5,Just give it some more thought.
272.66,274.7,Ses04M_script01_1_F034,ang,2,2.5,3,What the hell is this?
281.73,283.819,Ses04M_script01_1_F035,ang,2,4.5,3.5,Are you crazy?
286.6,289.59,Ses04M_script01_1_F036,ang,2,4.5,3.5,You've got a business here.  What the hell is this?
291.24,293.33,Ses04M_script01_1_F037,ang,2,4.5,3.5,Must you be inspired?
309.5768,314.9893,Ses04M_script01_1_F038,xxx,2,3,2.5,You mean -- tell me something.  You mean you'd really leave the business?
316.6807,319.8702,Ses04M_script01_1_F039,ang,2.5,3,3,You don't want to think like that.
321.78,331.07,Ses04M_script01_1_F040,ang,2,3.5,3.5,"Alright.  But just don't think like that because what the hell did we work for?  That's all for you, Chris.  The whole shooting match is just for you."
333.17,335.75,Ses04M_script01_1_F041,ang,2,3.5,3.5,"But don't think that way, you hear me?"
337.13,339.71,Ses04M_script01_1_F042,xxx,1.5,2.5,2.5,"I don't understand you, do I?"
342.3902,344.8065,Ses04M_script01_1_F043,xxx,2.5,2,3,"Yeah, I can see that."
12.62,14.95,Ses04M_script01_1_M000,neu,2.5,2,3,He saw it.
17.45,19.4152,Ses04M_script01_1_M001,neu,2.5,2,2.5,He was out here when it broke.
20.44,28.75,Ses04M_script01_1_M002,xxx,2.5,2,2.5,About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.
30.9949,39.6025,Ses04M_script01_1_M003,xxx,2.5,2,2,"I don't know.  After it cracked, he ran back in the house and cried in the kitchen."
40.82,45.45,Ses04M_script01_1_M004,xxx,2.5,2.5,2,No.  I - I figured the best thing was to leave him alone.
47.9,51.61,Ses04M_script01_1_M005,xxx,2,2,2.5,I heard him right through the floor of my room.
58.5545,61.1021,Ses04M_script01_1_M006,xxx,2.5,2,2.5,I guess he is.
64.7,72.0641,Ses04M_script01_1_M007,fru,2,3,3.5,"I don't know the meaning of it, mom.  But I know one thing; we made a terrible mistake with dad."
72.56,78.04,Ses04M_script01_1_M008,xxx,2.5,3,3.5,Being dishonest with him.  That kind of thing always pays off and now it's paying off.
79.4,85.52,Ses04M_script01_1_M009,xxx,2,4,3.5,You know that Larry's not coming back.  And I know it.  Why do we allow him to go on thinking that we believe with him?
86.69,92.1,Ses04M_script01_1_M010,fru,2,3.5,3,I don't want to argue with him but it's time he realized that nobody believes Larry's alive anymore.
92.84,98.15,Ses04M_script01_1_M011,xxx,2.5,2,3,Why shouldn't he dream of him?  Walk the nights waiting for him.
98.47,105.14,Ses04M_script01_1_M012,xxx,2,2,2.5,"Do we contradict him?  Do we say straight out that we have no hope anymore?  That we haven't had any hope for years, now."
105.19,106.9187,Ses04M_script01_1_M013,ang,2.5,3,3.5,We've gotta say it to him.
108.73,113.03,Ses04M_script01_1_M014,ang,2.5,3.5,3.5,"For God's sake, three years.  Nobody comes back after three years.  It's insane."
119.87,122.34,Ses04M_script01_1_M015,xxx,2,3,3.5,"Sit down, mom.  I want to talk to you."
127.66,133.51,Ses04M_script01_1_M016,fru,2.5,3,3,"Alright, alright, alright.  Listen.  You know why I asked Annie here don't you?"
134.16,136.28,Ses04M_script01_1_M017,fru,2.5,2.5,3.5,You know why.
139.68,142.18,Ses04M_script01_1_M018,neu,2.5,2.5,2.5,Going to ask her to marry me.
144.08,147.03,Ses04M_script01_1_M019,fru,1.5,3,3.5,You know it's not only my business.
149.27,151.68,Ses04M_script01_1_M020,xxx,2,3,3,Then it's alright.  I'll go ahead with it?
153.76,157.4947,Ses04M_script01_1_M021,ang,2,3.5,3.5,"Well, then you know it's not only my business."
158.98,168.5,Ses04M_script01_1_M022,ang,1.5,3.5,3.5,"Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things."
170.25,172.6,Ses04M_script01_1_M023,fru,2,3,4,She's not Larry's girl.
185.4754,195.67,Ses04M_script01_1_M024,fru,2,2,3,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time after time."
197.34,199.2484,Ses04M_script01_1_M025,fru,1.5,3.5,3.5,To hell with that.
201.1331,203.9,Ses04M_script01_1_M026,neu,2,2.5,3,I wanted to get this settled first.
207.3672,219.45,Ses04M_script01_1_M027,xxx,2,3.5,3.5,"Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  We'll find out.  Then we'll thrash it out with dad. Right, mom?  Don't avoid me."
221.31,224,Ses04M_script01_1_M028,xxx,1.5,3.5,3.5,So what?  I'm not fast with women.
225.28,227.16,Ses04M_script01_1_M029,fru,1.5,4.5,3.5,Because it is.
241.57,243.87,Ses04M_script01_1_M030,fru,2.5,2,2.5,Line?
246.65,249.7974,Ses04M_script01_1_M031,neu,2.5,2.5,2.5,"Alright, then, mom.  Did we skip something?  No.  Alright, then, mom."
251.69,253.48,Ses04M_script01_1_M032,neu,3,2,2,"Yeah, let's keep going."
255.1616,260.95,Ses04M_script01_1_M033,fru,2,3.5,3.5,I've given it three years' of thought.  I'd hope that if
261.1541,273.2,Ses04M_script01_1_M034,sad,2,2,2.5,"father forgot about Larry, we'd have a regular wedding and everything happy.  If I can't get that here, then I'll have to get out."
274.32,282.07,Ses04M_script01_1_M035,xxx,2,3,2.5,I'll get out.  I'll get married and live someplace else.  Maybe New York.
283.3357,287.48,Ses04M_script01_1_M036,fru,2,2.5,3.5,I've been a good son too long; a good sucker.  I'm through with it.
288.14,291.95,Ses04M_script01_1_M037,ang,2,4.5,3.5,The business?  The business doesn't inspire me.
292.27,299.9599,Ses04M_script01_1_M038,ang,2,4,3.5,"Yes.  I like getting an hour a day.  If I have to grub for money all day long, at least at evening, I want it beautiful."
300.0566,309.8184,Ses04M_script01_1_M039,xxx,1.5,3,3.5,I want a family.  I want some kids.  I want to build something I can give myself to.  Annie's in the middle of that.  Now where do I find it?
314.48,317.34,Ses04M_script01_1_M040,neu,2.5,2.5,2.5,"Yes, on this I would."
319.3,322.1899,Ses04M_script01_1_M041,neu,2.5,2.5,3,Then you help me stay here.
330.05,333.73,Ses04M_script01_1_M042,fru,2,2.5,3,I know that.  Just you help me stay here.
335.21,337.6059,Ses04M_script01_1_M043,xxx,2.5,3,3.5,I am thinking that way.
339.08,342.86,Ses04M_script01_1_M044,fru,2.5,3,3,"No, you don't.  I'm a pretty tough guy."
5.65,9,Ses04M_script01_2_F000,ang,2.3333,2.3333,3.3333,Why did he invite her here?
10.86,12.79,Ses04M_script01_2_F001,neu,3,2,2,Why does that bother you?
13.8201,17.62,Ses04M_script01_2_F002,ang,2.6667,3,3.6667,"She's been in New York three and a half years.  Why, all of a sudden--"
19.04,22.91,Ses04M_script01_2_F003,ang,2.3333,3,3.6667,Nobody comes seven hundred miles just to see.
33.82,36.66,Ses04M_script01_2_F004,ang,2.6667,2.6667,3,He's not going to marry her.
37.72,40.1382,Ses04M_script01_2_F005,ang,2,2.6667,3.3333,It's got that about it.
42.4333,45.35,Ses04M_script01_2_F006,ang,2.3333,3,3.3333,"What's going on here, Joe?"
47.73,51.02,Ses04M_script01_2_F007,neu,3,1.6667,2,"Now listen, kid. Now, listen."
51.9627,55.67,Ses04M_script01_2_F008,ang,2.3333,3,3.6667,"She's not his girl, Joe.  She knows she's not."
57.29,64.98,Ses04M_script01_2_F009,ang,2,3,3.6667,"Then why is she still single?  New York is full of men.  Why hasn't she married?  Probably a hundred people told her she's foolish, but she's waited."
65.83,73.8404,Ses04M_script01_2_F010,ang,2.6667,3.3333,3.6667,"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments, I think of her waiting and I know, again, that I'm right."
75.4,81.86,Ses04M_script01_2_F011,ang,2,3.6667,3.6667,"Nobody in this house dares take her faith away, Joe.  Strangers might, but not his father, not his brother."
83.63,92.55,Ses04M_script01_2_F012,ang,2,3.6667,4.3333,"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her here.  I won't stand for any nonsense."
93.5228,96.8656,Ses04M_script01_2_F013,ang,1.6667,4,4,"Because if he's not coming back, I'll kill myself."
96.8905,102.3537,Ses04M_script01_2_F014,ang,2,3.6667,3.3333,Laugh.  Laugh at me.  But why did that happen the very night that she came here?
102.3815,110.5,Ses04M_script01_2_F015,ang,1.6667,4.3333,4,She goes to sleep in his bed and his memorial breaks in pieces.  Look.  Look at it.  Joe--
111.04,114.69,Ses04M_script01_2_F016,ang,2,2.6667,2.6667,"Believe with me, Joe.  I can't stand all alone"
114.95,118.94,Ses04M_script01_2_F017,xxx,3,3.3333,2.6667,"Only last week, a man turned up in Detroit missing longer than Larry."
120.36,123.28,Ses04M_script01_2_F018,ang,2.6667,3.3333,4,"You, above all, have got to believe.  You."
123.81,125.92,Ses04M_script01_2_F019,xxx,2.6667,2.3333,2.3333,Just don't stop believing.
129.99,131.89,Ses04M_script01_2_F020,sad,2,3,2,I can't help it.
8.6133,11.46,Ses04M_script01_2_M000,neu,2.6667,2.3333,2,"Oh, God, line."
