,start_time,end_time,wav_file,emotion,val,act,dom,text,label
7989,262.98,264.82,Ses05F_impro02_M032,sad,1.5,3.5,1,You have to call me all the time whenever you can.  You have to tell me what you're doing and how you're doing.  Okay?,3
7990,269.52,278.85,Ses05F_impro02_M033,sad,1.5,3,1,"Yeah, as much as I can.",3
7991,280.43,286.69,Ses05F_impro02_M034,sad,2,2.5,1.5,How long do we have?  When do you leave?,3
7992,289.05,291.18,Ses05F_impro02_M035,sad,1.5,3.5,1.5,"""sigh"" Three weeks.",3
7993,293.41,299.99,Ses05F_impro02_M036,sad,1.5,3,2,Three weeks?,3
7998,332.823,335.1399,Ses05F_impro02_M041,sad,2,2.5,2,"I love you.  I'm going to miss you so much. ""sigh""",3
7999,2.8098,4.5479,Ses05F_impro03_F000,exc,4,3,3.5,"Okay, so big news.",5
8000,7.96,9.84,Ses05F_impro03_F001,exc,4.5,3,3.5,What?,5
8001,10.2,11.33,Ses05F_impro03_F002,exc,4.5,3,4,"Come on, what?",5
8002,11.58,12.7187,Ses05F_impro03_F003,exc,4.5,3.5,4,I'm getting married.,5
8003,13.48,14.66,Ses05F_impro03_F004,exc,4.5,3.5,4,Shut up.,5
8004,16.25,18.16,Ses05F_impro03_F005,exc,4.5,3.5,4,Yeah.,5
8006,24.05,25.76,Ses05F_impro03_F007,exc,4.5,3,4,Yeah.,5
8007,26.06,30.77,Ses05F_impro03_F008,exc,4.5,4,3.5,He asked you?,5
8008,30.94,32.47,Ses05F_impro03_F009,exc,4.5,4,4,Uh-huh.,5
8010,40.12,41.87,Ses05F_impro03_F011,exc,4.5,4.5,4,Just a couple days ago.,5
8019,89.88,93.05,Ses05F_impro03_F020,exc,4.5,3.5,4.5,Yeah.,5
8026,110.89,117.44,Ses05F_impro03_F027,hap,4.5,3,4,It was really beautiful.,4
8027,120.49,121.75,Ses05F_impro03_F028,hap,4.5,4.5,3.5,You've got to love that.,4
8028,123.75,129.86,Ses05F_impro03_F029,hap,4,3.5,4,"Yeah, we went to a really great jazz show, and um-",4
8029,129.89,132.45,Ses05F_impro03_F030,hap,4,3.5,4,"Nice, you love the jazz.",4
8030,132.61,133.91,Ses05F_impro03_F031,hap,4,2,3,"Yeah, and after, we went up to this um, this place like a restaurant on the roof kind of thing.",4
8031,136.47,137.56,Ses05F_impro03_F032,hap,4,3,3,"Oh, okay, yeah.",4
8032,138.44,140.43,Ses05F_impro03_F033,hap,4,3,4,So you know like late dinner and champagne and what not.,4
8033,147.11,150.05,Ses05F_impro03_F034,hap,4,3.5,3.5,Were you in Chicago?,4
8034,158.06,159.28,Ses05F_impro03_F035,hap,4.5,3,3,Mm-hmm.,4
8035,165.32,167.36,Ses05F_impro03_F036,hap,5,4.5,4.5,"Downtown, was it beautiful? of course it was beautiful",4
8036,167.67,170.06,Ses05F_impro03_F037,exc,4.5,3.5,4.5,"so beautiful, full moon.",5
8038,187.31,189.64,Ses05F_impro03_F039,hap,4.5,4,4,I don't know.  I guess next summer.,4
8039,193.19,194.84,Ses05F_impro03_F040,hap,4,3.5,3,Am I in it?,4
8040,198.17,199.73,Ses05F_impro03_F041,hap,4.5,4.5,4,"Yeah.  Yeah, of course.",4
8041,205.54,207.37,Ses05F_impro03_F042,exc,4.5,3,3.5,"Okay, I certainly hope so, of course.",5
8042,207.46,209.76,Ses05F_impro03_F043,exc,4.5,3,3.5,So next fall I guess.,5
8045,217.48,220.85,Ses05F_impro03_F046,hap,4,3.5,3.5,Are you going to do it in town or are you out of town?,4
8046,220.88,223.81,Ses05F_impro03_F047,hap,4,3,3,"oh, We'll do it in town.",4
8047,225.08,227.16,Ses05F_impro03_F048,hap,3.5,2.5,3,"Oh, okay.",4
8048,227.17,228.5596,Ses05F_impro03_F049,hap,4,2.5,3,"Yeah, his family doesn't live too far away, so I think-",4
8050,232.95,237.31,Ses05F_impro03_F051,hap,4,3,4,He's from Chicago as well.,4
8052,242.15,243.94,Ses05F_impro03_F053,hap,4,2.5,3,Yeah.,4
8053,244.68,245.78,Ses05F_impro03_F054,hap,4,2,2.5,"Cool, perfect.  Another Chicagoite, got to love it.",4
8054,248.29,252.8,Ses05F_impro03_F055,hap,5,4.5,4,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",4
8055,253.4051,255.53,Ses05F_impro03_F056,hap,4,2.5,3,"Exactly, yeah.  I can't believe you met him in Africa.",4
8056,256.79,260.88,Ses05F_impro03_F057,hap,4,3.5,3.5,I know,4
8057,263.05,264.44,Ses05F_impro03_F058,hap,4,3,3,"And the chances, what are the chances of meeting somebody in Africa and then coming back to Chicago?",4
8058,265.66,267.68,Ses05F_impro03_F059,hap,3.5,3,3.5,"Right, being like oh, where are you from?  The U.S.  Where in the U.S.?  Chicago.  Where in Chicago?",4
8059,267.82,269.78,Ses05F_impro03_F060,hap,4.5,4,4,[LAUGHTER] I am sil,4
8060,4.23,5.43,Ses05F_impro03_M000,exc,4,3,3,"Knowing the neighborhood.  Yeah, it's pretty bizarre.",5
8061,5.62,9.38,Ses05F_impro03_M001,exc,4,3.5,3.5,And now you're getting married.,5
8063,11.01,12.62,Ses05F_impro03_M003,exc,3.5,3.5,4.5,That is amazing.  You must be so excited.  Did you tell your mom?,5
8065,14.43,17.61,Ses05F_impro03_M005,exc,4.5,4.5,4.5,"Oh, did she cry?",5
8066,17.85,19.88,Ses05F_impro03_M006,exc,4.5,4,4,"Yeah, she loves him.",5
8067,19.99,24.68,Ses05F_impro03_M007,exc,3.5,4,4.5,"I knew it.  I knew it, of course she does.  How could you not love Mr. Peace Corps worker man?  He's the nicest guy ever.",5
8068,25.35,27.2,Ses05F_impro03_M008,exc,4,3.5,4,"Yeah, she-yeah, that's my type.",5
8070,29.83,35.52,Ses05F_impro03_M010,exc,3.5,3,4,you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.,5
8071,36.27,41.5691,Ses05F_impro03_M011,exc,3,4,4.5,Thank you.,5
8072,41.6005,45.98,Ses05F_impro03_M012,exc,4.5,4,4.5,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",5
8080,88.84,90.38,Ses05F_impro03_M020,exc,3.5,3.5,4,Sorry.,5
8087,107.51,111.57,Ses05F_impro03_M027,exc,4,4,4.5,I know. I can't believe it.,5
8090,129.12,131.42,Ses05F_impro03_M030,hap,4,3.5,4,Who else have you told?,4
8091,131.65,133.34,Ses05F_impro03_M031,exc,3.5,3,3.5,Just a few people.,5
8092,133.36,136.95,Ses05F_impro03_M032,exc,3.5,3.5,3.5,Really?,5
8093,137.17,138.96,Ses05F_impro03_M033,exc,4,3.5,3.5,Just close friends so far.,5
8095,149.37,151.62,Ses05F_impro03_M035,exc,3.5,3.5,3,I have to think about moving now.  We're going to move in together,5
8096,151.64,158.39,Ses05F_impro03_M036,exc,4,3,4.5,"Oh yeah, of course.",5
8097,158.46,166.2,Ses05F_impro03_M037,exc,4,3.5,4.5,I think it's a good idea to live together before you get married.,5
8098,166.32,168.22,Ses05F_impro03_M038,hap,4.5,4,3.5,"I think so, too.  Are you going to get a house or-",4
8099,169.52,180.66,Ses05F_impro03_M039,exc,4,4,4,"I don't want a house, I mean just-",5
8100,183.93,185.28,Ses05F_impro03_M040,hap,4,3,3.5,No?,4
8101,185.3,187.63,Ses05F_impro03_M041,hap,5,3.5,4,L.A. apartment is fine.,4
8103,194.5,198.69,Ses05F_impro03_M043,exc,4.5,4.5,4,yeah.,5
8104,199.12,201.76,Ses05F_impro03_M044,exc,4.5,4,4,A good apartment. ,5
8105,201.78,206.71,Ses05F_impro03_M045,exc,4,3,4,"Two artists, though.  We're bound to be poor forever.",5
8106,207.05,208.66,Ses05F_impro03_M046,exc,3.5,2.5,3.5,"Yeah, how are you going to survive?",5
8109,213.96,217.89,Ses05F_impro03_M049,hap,4,2.5,3,yeah.,4
8110,220.29,222.75,Ses05F_impro03_M050,exc,3.5,3.5,3.5,yeah.,5
8111,222.94,225.53,Ses05F_impro03_M051,exc,3.5,3,3.5,Definitely not for a while,5
8117,240.87,242.11,Ses05F_impro03_M057,hap,4.5,3,4,"You won't have trouble, You won't have trouble.",4
8118,242.19,243.46,Ses05F_impro03_M058,hap,4,3,3,"Oh thanks, you're too nice",4
8120,249.6,251.2,Ses05F_impro03_M060,hap,4.5,3.5,3.5,"You should just approach her like that.  Hey, will you bear my children?",4
8121,252.48,254.56,Ses05F_impro03_M061,hap,3.5,2.5,3.5,because I am not getting married.,4
8122,254.64,256.25,Ses05F_impro03_M062,hap,3.5,2.5,3,"Exactly, [LAUGHTER] I think that'll go over great, don't you?",4
8123,256.36,258.13,Ses05F_impro03_M063,hap,4,3.5,3.5,"Yeah, totally.",4
8124,258.36,260.12,Ses05F_impro03_M064,hap,4,3,3,"That's what girls like, right?",4
8125,260.15,263.98,Ses05F_impro03_M065,hap,4.5,4.5,4.5,Total turn on.,4
8126,264,265.55,Ses05F_impro03_M066,hap,4,3.5,3.5,Would you mind popping out a few for me?,4
8127,267.07,269.23,Ses05F_impro03_M067,hap,4,3,3.5,[LAUGHTER],4
8128,269.27,271.59,Ses05F_impro03_M068,hap,4,3.5,4,"That'd be great, thanks.",4
8129,5.18,9.76,Ses05F_impro04_F000,sad,2.5,2,3,"Brian, I need help.",3
8131,29.45,36.38,Ses05F_impro04_F002,fru,2,3,3,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.,1
8132,40.14,44.28,Ses05F_impro04_F003,fru,1.5,3.5,3.5,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?",1
8133,49.54,66.46,Ses05F_impro04_F004,fru,1.5,3.5,4,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",1
8134,66.53,68.15,Ses05F_impro04_F005,fru,1.5,3.5,4.5,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",1
8135,71.26,75.44,Ses05F_impro04_F006,fru,1.5,3.5,4.5,How did you get a job?  What am I - What am I supposed to do?,1
8136,75.86,80.96,Ses05F_impro04_F007,fru,1.5,3.5,4,I went to school and I got my degree.  And I got a job.,1
8137,83.89,89.8,Ses05F_impro04_F008,ang,1.5,4,4.5,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",2
8138,95.17,107.36,Ses05F_impro04_F009,fru,1.5,3,4,Nothing's impossible.,1
8139,108.31,116.04,Ses05F_impro04_F010,fru,1.5,4,4.5,It's not fair.,1
8140,118.95,121.71,Ses05F_impro04_F011,fru,2.5,3.5,3.5,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,1
8141,124.48,128.08,Ses05F_impro04_F012,fru,2,4,4.5,That's fine.  I'd be willing to start anywhere.  I can't get a job.,1
8142,131.82,135.81,Ses05F_impro04_F013,fru,2.5,2.5,3,I,1
8143,138.28,145.89,Ses05F_impro04_F014,fru,1.5,3.5,4.5,"I mean, on six seven and five an hour does not - does not pay the bills I mean.",1
8144,158.49,167.21,Ses05F_impro04_F015,sad,2,2,3.5,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.",3
8145,168.51,172.4321,Ses05F_impro04_F016,sad,2,2,2.5,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,3
8146,179.1,184.95,Ses05F_impro04_F017,sad,2,2,3.5,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",3
8148,197.53,199.65,Ses05F_impro04_F019,sad,2.5,2,2.5,"Wait, You can move up.  There's management programs in McDonalds and things like that.",3
8149,224.13,226.81,Ses05F_impro04_F020,fru,1.5,4.5,4,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?",1
8151,248.33,250.52,Ses05F_impro04_F022,sad,2,2.5,3.5,This is humiliating.,3
8152,256.35,262.2,Ses05F_impro04_F023,sad,2.5,3.5,3.5,"Well, you know what?  Life gets humili... humiliating at times.",3
8153,265.5,275.22,Ses05F_impro04_F024,fru,1.5,3.5,4.5,"No, I don't I don't want to accept that.  I think that's bullshit.",1
8155,285.75,287.43,Ses05F_impro04_F026,fru,2,2,2.5,I don't know.  I feel like I've tried everything.,1
8157,302.78,308.04,Ses05F_impro04_F028,fru,2.5,3,3.5,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,1
8158,310.65,312.8,Ses05F_impro04_F029,fru,2.5,1.5,2.5,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this.",1
8159,312.87,316.33,Ses05F_impro04_F030,fru,2.5,2.5,3,I'm just so scared to start over I mean.  I put so much time and energy into being here.,1
8160,316.36,318.29,Ses05F_impro04_F031,fru,3,3,3.5,"Where am I supposed to go?  I mean, like what?",1
8161,318.34,320.91,Ses05F_impro04_F032,fru,2.5,3.5,3.5,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",1
8162,323.33,328.76,Ses05F_impro04_F033,fru,2.5,3,3.5,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,1
8163,329.96,332.06,Ses05F_impro04_F034,fru,2.5,3,2.5,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",1
8164,333.68,336.64,Ses05F_impro04_F035,fru,2.5,3,2,But that doesn't help me when I'm hungry now.,1
8165,337.32,344.69,Ses05F_impro04_F036,fru,2.5,2.5,3.5,"Well, you know I'm not going to let you starve.",1
8166,350.69,352.31,Ses05F_impro04_F037,fru,3,2,2.5,I'm just worried.,1
8167,353.5,356.19,Ses05F_impro04_F038,neu,3,3,2.5,"Of course, you're worried.  We're all worried.  I'm worried for you.  Everyone's always worried.  You know, I don't-maybe I have a job and yeah, it's a good job whatever and I'm happy, but it doesn't mean I'm going to have it tomorrow or the next day.  You never know what's going to happen.  Something crazy could happen tomorrow.	Something crazy can happen for you tomorrow and you'll get a job.  You never know.  You can walk up to somebody on the street and it'll be something great.  You've just got to be positive.  You're so negative all the time.",0
8168,357.03,359.66,Ses05F_impro04_F039,neu,2.5,2.5,2.5,It's three years.,0
8169,361.96,363.41,Ses05F_impro04_F040,neu,2.5,2,2.5,"I understand, but you know what, you've been negative for three years.",0
8170,365.91,368.46,Ses05F_impro04_F041,neu,3,2.5,3,Is that honestly what you think?,0
8171,381.37,389.79,Ses05F_impro04_F042,sad,2.5,3,3,"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-",3
8172,389.8,391.11,Ses05F_impro04_F043,neu,3,3.5,3,That's really hard to hear.,0
8173,395.47,396.95,Ses05F_impro04_F044,neu,3.5,3,3.5,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself.",0
8174,398.68,400.71,Ses05F_impro04_F045,neu,3,3,2.5,I feel like I have faith and now faith is running thin because there is no money.,0
8176,10.71,15.63,Ses05F_impro04_M000,neu,2,2.5,3,"Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat.",0
8177,25.96,31.02,Ses05F_impro04_M001,neu,2.5,3,3.5,You can.,0
8178,35.99,41.26,Ses05F_impro04_M002,fru,2,3,3,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",1
8179,43.93,49.07,Ses05F_impro04_M003,neu,2.5,3,3,You know I would never let that happen.  I wouldn't let that happen.,0
8180,65.44,67.4,Ses05F_impro04_M004,neu,2.5,2.5,3.5,I just-- I,0
8181,67.66,72.36,Ses05F_impro04_M005,neu,3.5,4,3.5,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.",0
8182,75.01,76.28,Ses05F_impro04_M006,fru,3,2.5,2.5,"Well, thank you.",1
8183,80.5,84.99,Ses05F_impro04_M007,neu,3,3.5,3,But you have to keep trying.  You can't give up.,0
8184,89.44,95.3,Ses05F_impro04_M008,neu,2.5,3.5,3,"Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough.",0
8185,106.36,110.45,Ses05F_impro04_M009,neu,2.5,3,3.5,"And you've got to think--well, ask yourself why are they not hiring you?",0
8186,115.65,119.44,Ses05F_impro04_M010,neu,2.5,2.5,3,I don't know.,0
8187,121.48,125.44,Ses05F_impro04_M011,neu,3,3,2.5,I mean are you going in for interviews?,0
8188,127.66,130.95,Ses05F_impro04_M012,neu,2.5,3.5,3.5,"Yeah, and I look nice and I'm you know--",0
8189,135.81,139.6,Ses05F_impro04_M013,neu,3.5,3,3,Are you presenting-,0
8190,147.66,162.44,Ses05F_impro04_M014,fru,1.5,3.5,3.5,charismatic.,1
8191,172.14,179.36,Ses05F_impro04_M015,neu,2.5,3,3.5,putting your best foot forward? or you,0
8192,185.01,191.18,Ses05F_impro04_M016,neu,3,2.5,3.5,"yah, to-totally, and I'm not--",0
8193,193.34,197.83,Ses05F_impro04_M017,neu,3,3,3,"Do they seem to like you? I mean, Can you get any read from them?",0
8195,226.21,230.43,Ses05F_impro04_M019,fru,2,3.5,4,Have you ever called them back and asked why you didn't get the job?,1
8196,232.51,249.18,Ses05F_impro04_M020,neu,2.5,3,4,"Yeah, I follow up.",0
8197,250.18,256.37,Ses05F_impro04_M021,fru,2.5,3,4,Do they give you any specifics as to why they didn't go with you?,1
8198,261.85,265.79,Ses05F_impro04_M022,neu,2.5,3,3.5,It's just like- it's a matter of-,0
8199,274.69,276.6,Ses05F_impro04_M023,fru,2,3.5,3,"not tall enough, not pretty enough, not--you know how this place is.",1
8200,281.81,285.94,Ses05F_impro04_M024,neu,2,2.5,3.5,"Yeah, I understand. maybe What jobs are we talking about?",0
8201,286.02,298.79,Ses05F_impro04_M025,neu,2.5,3,4,"I mean, anything.",0
8202,300.47,305.36,Ses05F_impro04_M026,neu,3,3,3.5,Like- What's your ideal job?  What do you want to do?,0
8203,306.08,310.1,Ses05F_impro04_M027,neu,3,3,3,"Well, I'd like to be a working actor.",0
8204,311.09,313.31,Ses05F_impro04_M028,neu,3,3.5,3,Of course.,0
8205,315.97,317.34,Ses05F_impro04_M029,neu,3,2.5,2.5,But um--,0
8206,317.36,319.28,Ses05F_impro04_M030,neu,3,2.5,3,"Everyone wants to be a working actor, but they all work at something else.",0
8207,319.4,323.4,Ses05F_impro04_M031,neu,3,3,3,Yeah.,0
8208,328.23,331.95,Ses05F_impro04_M032,neu,3,3,3,So what's the something else?,0
8209,332.12,335.52,Ses05F_impro04_M033,neu,3,3.5,3.5,"Bartending, catering.",0
8210,344.18,350.73,Ses05F_impro04_M034,neu,2.5,2.5,3,"You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back.",0
8211,350.84,354.02,Ses05F_impro04_M035,neu,3,3.5,3.5,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,0
8212,355.66,357.32,Ses05F_impro04_M036,neu,3.5,2.5,2.5,If I- If you- Will you stick with it?,0
8213,358.9,362.39,Ses05F_impro04_M037,neu,3,2,3,yeah.,0
8214,363.4,365.63,Ses05F_impro04_M038,neu,3,2,2.5,"Okay.  Okay, I'll call some people.",0
8215,368.64,380.56,Ses05F_impro04_M039,neu,3,3,3.5,Thank you.,0
8216,387.54,390.68,Ses05F_impro04_M040,neu,3,2.5,3.5,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",0
8217,392.0554,396.31,Ses05F_impro04_M041,neu,3,2,3,"I will, I will.",0
8218,397.22,402.24,Ses05F_impro04_M042,neu,2.5,2.5,3,"Yeah, thank you.",0
8219,402.27,404.33,Ses05F_impro04_M043,neu,3.5,2.5,3,You know I'll always help you.,0
8220,2.26,11.56,Ses05F_impro05_F000,neu,2.5,2.5,3,"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",0
8221,11.59,15.1665,Ses05F_impro05_F001,neu,2.5,2.5,3,"Okay, what flight were you on?",0
8222,15.195,17.8748,Ses05F_impro05_F002,neu,3,2,2.5,Um-Seventeen. Coming from --,0
8223,24.1752,28.9646,Ses05F_impro05_F003,fru,2.5,3,3,On what airline?,1
8224,30.89,32.26,Ses05F_impro05_F004,neu,2.5,2.5,2.5,It was Virgin Atlantic coming from London.,0
8225,33.08,34.36,Ses05F_impro05_F005,neu,2.5,2,2.5,"From London, okay. Um- And you went through all your proper checkpoints?",0
8226,42.05,43.3329,Ses05F_impro05_F006,neu,3,2,2.5,"Yeah, I don't know where it was lost.  I was coming from Africa, so.",0
8227,52.028,57.38,Ses05F_impro05_F007,neu,2.5,3,3,So you haven't seen your bags since Africa. You flew threw Heath Row to here.,0
8228,61.89,66.92,Ses05F_impro05_F008,fru,2.5,3,3,Right.,1
8229,75.1483,78.54,Ses05F_impro05_F009,fru,2.5,2.5,3.5,Yeah.,1
8230,80.71,87.82,Ses05F_impro05_F010,neu,2.5,3,3.5,"Okay.  Well, let me see here. I-",0
8231,88.8,91.58,Ses05F_impro05_F011,fru,2,3,3,It seems like it went through Heath Row.  I see it here. uh-,1
8232,91.6,95.41,Ses05F_impro05_F012,fru,2,4,4,That's good.,1
8233,99.84,101.12,Ses05F_impro05_F013,fru,2.5,2.5,2.5,But uh- I don't see it here in the airport yet. uh,1
8234,111.2,116.09,Ses05F_impro05_F014,fru,2.5,2.5,3.5,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,1
8237,135.97,142.29,Ses05F_impro05_F017,fru,2,3.5,4.5,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",1
8238,146.72,155.09,Ses05F_impro05_F018,ang,1.5,3.5,4.5,"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",2
8239,163.64,168.5,Ses05F_impro05_F019,ang,2,3.5,4.5,"Yes, sir, I know what my bag looks like.",2
8240,172.11,180.74,Ses05F_impro05_F020,ang,2,3.5,4,"Okay, and what is that?  What kind of bag is it?",2
8241,184.96,198.73,Ses05F_impro05_F021,ang,1.5,3.5,4,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,2
8242,202.3531,208.07,Ses05F_impro05_F022,ang,2,4,4,And you couldn't find it?,2
8243,208.1118,212,Ses05F_impro05_F023,ang,2,4,4,"No, it didn't turn up at the baggage claim.",2
8244,220.7981,226.66,Ses05F_impro05_F024,ang,2.5,4,4,Are you sure?,2
8246,233.1138,239.28,Ses05F_impro05_F026,fru,2,4,4.5,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",1
8247,244.34,252.46,Ses05F_impro05_F027,fru,2,3.5,4,Okay.,1
8248,257.23,259.79,Ses05F_impro05_F028,fru,2.5,3,3.5,"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",1
8250,271.2011,273.72,Ses05F_impro05_F030,fru,2,3.5,3.5,Sentimental value.,1
8251,277.06,279.36,Ses05F_impro05_F031,ang,2,3,4.5,#NAME?,2
8253,294.72,298.41,Ses05F_impro05_F033,ang,2.5,4,4,"That's not going to cut it. Like, Really, I really need to get this bag back.",2
8254,298.47,303.53,Ses05F_impro05_F034,ang,2.5,4,3.5,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",2
8256,312.65,320.34,Ses05F_impro05_F036,fru,1.5,4,4.5,"Well, you know, sometimes that's--really, I mean what else could we do?",1
8257,324.79,326.83,Ses05F_impro05_F037,fru,2,3,3.5,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,1
8258,329.672,331.75,Ses05F_impro05_F038,fru,2,2.5,3.5,"Well,",1
8259,333.42,338.76,Ses05F_impro05_F039,fru,2,3,4,Obviously ma'am.,1
8260,340.91,344.72,Ses05F_impro05_F040,fru,2,3.5,3.5,"I am sorry, ma'am.",1
8261,346.09,355.74,Ses05F_impro05_F041,ang,1,4.5,4.5,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",2
8262,355.76,358.78,Ses05F_impro05_F042,ang,1.5,4,4.5,"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",2
8264,373.39,375.85,Ses05F_impro05_F044,fru,2,3.5,3.5,"Well, if I knew that, then I'd know where it was, wouldn't I?",1
8265,384.96,386.9,Ses05F_impro05_F045,fru,2.5,2.5,2.5,"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",1
8266,9.76,11.85,Ses05F_impro05_M000,neu,3,3,3,"Well, we're talking about one bag.  You personally made it here, didn't you?",0
8267,13.22,15.36,Ses05F_impro05_M001,neu,3,2.5,3,"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",0
8268,17.6467,24.71,Ses05F_impro05_M002,neu,3,2.5,3,That's what the cost of the ticket was for.,0
8269,28.7936,33.56,Ses05F_impro05_M003,neu,3,3,3,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",0
8270,33.99,37.9253,Ses05F_impro05_M004,neu,3,2.5,3,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",0
8271,38.686,43.37,Ses05F_impro05_M005,neu,3,3.5,3.5,"Right. Yes, ma'am.",0
8272,43.43,48.2934,Ses05F_impro05_M006,neu,2.5,3,3.5,And that you're going to transport them safely from one place to another.,0
8273,48.3219,52.36,Ses05F_impro05_M007,neu,2.5,3.5,3.5,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",0
8274,55.75,62.81,Ses05F_impro05_M008,neu,2.5,2,3.5,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",0
8275,66.48,75.1483,Ses05F_impro05_M009,neu,2.5,3,4,"Well, I understand that.  Did you buy flight insurance?",0
8276,77.21,81.62,Ses05F_impro05_M010,neu,2.5,2.5,3.5,No.,0
8277,87.21,89.47,Ses05F_impro05_M011,fru,3.5,2.5,3,"Well, my hands are really tied then.",1
8278,91.38,93.14,Ses05F_impro05_M012,neu,2.5,2,3,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,0
8279,94.58,100.56,Ses05F_impro05_M013,fru,3,2.5,4,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",1
8280,100.59,112.72,Ses05F_impro05_M014,neu,3,3,3.5,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",0
8281,115.42,117.43,Ses05F_impro05_M015,neu,3,2.5,3,"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",0
8282,117.77,127.43,Ses05F_impro05_M016,neu,2.5,3,3.5,Because they made me check it.  It's too heavy.,0
8283,131.082,138.83,Ses05F_impro05_M017,neu,2.5,2.5,4,"Uh, so it was really heavy.",0
8284,141.7156,147.43,Ses05F_impro05_M018,neu,2.5,3,3.5,"So I would have carried it on, but they made me check it and then they lost it.",0
8285,149.46,150.57,Ses05F_impro05_M019,neu,2.5,3.5,2.5,"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",0
8286,150.6,151.8076,Ses05F_impro05_M020,fru,2.5,3,3,There's nothing else you can do?,1
8287,151.84,153.09,Ses05F_impro05_M021,fru,2.5,2.5,3,"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",1
